pupilid,wordscore,sentscore,letterscore,spellscore,additions_score,substractions_score,multiplications_score
8871072,2,0,0,2,6,5,3
8871075,22,9,40,6,6,6,2
8871076,24,9,33,8,6,5,0
8871078,16,8,22,5,8,5,0
8871082,8,0,16,2,5,3,1
8871084,22,17,34,10,5,6,2
8871086,24,28,33,9,5,6,2
8871088,2,7,6,1,4,3,0
8871090,4,0,0,1,3,3,2
8871091,6,0,8,6,4,4,3
8871092,20,5,26,6,6,5,3
8871094,4,0,17,6,6,5,0
8871095,6,3,35,2,6,5,2
8871097,0,0,14,0,6,6,3
8871098,24,13,34,3,6,5,1
8871100,24,26,33,9,8,7,3
8871101,14,3,39,4,4,6,1
8891001,0,0,12,0,3,3,1
8891010,2,2,0,0,0,0,0
8891011,8,0,38,5,4,1,0
8891012,6,0,2,0,0,1,0
8891021,0,0,1,0,2,0,0
8891023,0,0,2,2,5,3,0
8891025,22,1,30,9,4,6,3
8891028,4,5,19,3,4,4,0
8891031,0,0,0,0,1,0,0
8891032,18,9,20,9,4,5,3
8891033,0,0,9,0,5,1,0
8891041,3,3,21,0,4,5,0
8891044,8,4,5,7,5,2,3
8891047,9,4,5,8,4,4,0
8891051,11,0,33,6,3,2,0
8891055,0,0,20,1,4,3,2
8891069,12,11,45,9,8,4,2
8891075,0,9,34,10,6,5,1
8891078,12,6,2,0,2,1,0
8891080,2,2,3,0,0,0,0
8891085,0,0,0,0,2,0,0
8891092,4,8,2,0,0,1,0
8891094,0,0,20,0,1,0,0
8891096,1,0,3,0,0,0,0
8891099,0,6,9,0,0,0,0
8891104,0,1,12,3,5,1,0
8891105,0,8,26,1,4,3,0
8891106,20,1,29,4,4,5,2
8891108,0,4,10,0,2,5,0
8891109,0,2,14,0,0,0,0
8891111,8,0,6,0,5,5,0
8891113,8,2,31,5,3,5,0
8891116,0,1,9,1,4,3,0
8891117,0,2,30,1,5,6,0
8891124,0,3,12,1,4,5,3
8891127,2,0,20,0,6,5,2
8901002,0,0,0,0,3,5,0
8901004,7,0,18,2,4,5,3
8901007,0,0,9,0,2,1,0
8901008,4,0,7,0,3,2,0
8901011,11,0,4,0,2,0,0
8901013,16,4,53,7,3,1,0
8901014,4,0,27,1,2,5,3
8901015,22,7,43,8,5,5,3
8901017,0,0,19,0,4,1,0
8901018,8,5,51,0,4,5,0
8901019,0,0,12,0,3,1,0
8901023,0,0,20,0,3,3,0
8901025,5,1,20,1,5,5,2
8901035,0,0,9,1,4,1,0
8901037,0,9,36,8,5,5,1
8901038,7,0,5,0,4,3,0
8901040,22,2,44,6,4,5,0
8901041,8,0,42,7,4,1,0
8901042,0,0,10,0,1,2,0
8901043,7,2,37,7,5,4,2
8901046,0,0,19,0,3,5,3
8901047,2,0,4,0,2,2,0
8901049,0,5,10,0,3,3,0
8901050,4,0,0,0,3,3,0
8901052,0,5,20,0,2,2,0
8901060,3,0,14,0,2,5,2
8901066,0,4,38,0,2,3,0
8901067,2,3,31,0,4,5,0
8901069,15,6,58,7,6,5,1
8901072,4,1,15,2,5,4,3
8901073,22,14,70,9,6,3,2
8901076,4,2,24,0,4,3,0
8901077,6,0,0,0,4,5,2
8901079,0,1,13,0,5,4,1
8901080,10,0,45,6,4,6,0
8901081,0,7,22,0,4,4,0
8901083,4,3,18,0,3,3,1
8901084,0,3,13,1,5,4,0
8901085,0,4,7,0,3,1,0
8901089,0,6,40,0,3,4,0
8901090,4,0,0,3,5,4,0
8901091,1,0,30,4,3,4,1
8901094,2,2,6,0,3,3,0
8901096,7,0,3,0,3,3,0
8901097,0,7,0,0,3,4,1
8901098,0,0,16,1,5,2,2
8921005,0,5,6,0,0,0,0
8921006,6,6,0,0,3,1,0
8921008,6,14,11,0,2,1,0
8921009,4,0,35,0,3,3,0
8921010,6,5,0,0,0,0,0
8921011,0,6,18,0,4,1,0
8921012,4,0,29,0,5,6,0
8921014,1,5,14,0,1,3,0
8921017,4,9,12,0,3,1,0
8921018,8,0,0,0,4,1,0
8921020,9,0,0,0,0,0,0
8921021,12,6,27,5,3,2,0
8921023,4,10,0,0,2,0,0
8921026,2,0,8,0,4,3,0
8921027,0,1,8,0,3,6,0
8921028,16,4,25,3,6,6,3
8921030,6,0,19,2,5,5,0
8921031,6,0,11,0,3,1,0
8921034,14,3,30,7,4,4,2
8921037,0,3,18,0,4,3,0
8921039,6,0,8,0,3,3,0
8921040,0,3,27,2,3,1,0
8921041,2,8,9,0,4,4,0
8921044,0,5,27,2,5,4,0
8921045,0,0,12,0,2,1,0
8921047,0,10,15,0,3,3,0
8921048,0,0,14,0,3,0,0
8921049,0,2,14,0,3,3,0
8921053,2,8,0,2,4,3,1
8921055,4,4,8,0,2,0,0
8921056,0,4,25,0,3,6,0
8921058,16,1,52,5,3,5,0
8921063,0,0,26,3,3,5,0
8921064,2,12,11,0,3,1,0
8921067,22,10,59,9,3,3,0
8921068,22,7,26,8,5,5,0
8921069,22,18,58,10,5,4,2
8921070,4,0,8,0,4,2,0
8921071,20,21,39,7,3,4,0
8921073,0,0,29,0,4,2,2
8921074,0,7,55,3,4,0,0
8921077,4,6,26,2,3,4,0
8921079,2,4,15,0,4,4,0
8921080,0,0,29,4,2,2,0
8921081,0,0,24,2,5,5,2
8921083,6,0,26,1,4,5,0
8921084,2,0,40,0,4,3,0
8921087,0,0,9,0,4,6,1
8921088,10,0,20,1,6,5,0
8921089,16,26,69,8,3,4,0
8921090,2,18,28,9,4,3,2
8931004,0,1,0,0,0,0,0
8931005,0,4,1,0,0,0,0
8931006,0,0,27,0,0,1,1
8931007,0,0,23,5,4,4,1
8931008,2,0,12,0,2,0,0
8931012,0,8,0,0,3,0,0
8931013,4,6,10,0,3,3,0
8931014,8,5,1,0,3,1,0
8931015,6,5,12,1,4,6,3
8931020,0,8,40,0,3,3,0
8931021,6,9,7,0,2,3,0
8931022,22,9,29,8,5,4,3
8931025,0,6,18,0,2,5,1
8931026,0,0,29,1,3,2,0
8931027,2,0,11,1,5,1,0
8931028,0,10,19,0,2,3,0
8931030,2,0,0,0,3,0,0
8931033,8,0,22,4,3,4,2
8931035,0,6,0,0,5,5,0
8931036,0,10,0,0,0,0,0
8931038,0,1,6,0,0,0,0
8931042,6,0,4,0,0,0,0
8931043,2,0,0,0,0,0,0
8931045,0,6,20,0,4,4,0
8931046,0,7,0,0,1,0,0
8931050,0,5,24,2,3,0,0
8931051,0,1,10,0,3,5,2
8931052,0,2,0,0,0,0,0
8931055,0,4,0,0,1,0,0
8931057,0,0,12,0,0,0,0
8931060,16,23,43,8,5,6,3
8931062,0,0,1,0,0,0,0
8931064,0,1,0,0,0,0,0
8931065,0,0,15,0,3,4,0
8931071,0,0,18,0,5,6,1
8931072,0,3,0,0,0,1,0
8931075,0,4,1,0,2,0,0
8931076,0,0,0,0,3,2,0
8931078,0,0,14,0,3,0,0
8931079,4,0,32,0,3,4,0
8931084,0,5,0,0,3,0,0
8931085,0,0,9,0,3,1,1
8931087,0,3,10,0,3,2,0
8931088,0,0,36,0,4,2,0
8931092,2,0,47,3,4,5,0
8931093,2,5,12,0,3,4,0
8931099,0,8,20,0,5,5,1
8931100,2,0,6,0,3,3,1
8931101,0,6,8,0,4,4,0
8931102,0,6,1,0,4,4,0
8931105,0,6,0,0,4,5,0
8931107,6,5,38,4,5,1,2
8931108,2,0,13,4,6,6,2
8931110,2,0,42,4,3,5,0
8931115,0,0,11,0,2,0,0
8931117,0,0,0,0,0,0,0
8931118,0,3,14,0,4,3,0
8931119,0,7,0,0,2,0,0
8951002,0,12,2,0,3,1,0
8951004,0,5,0,0,2,3,0
8951005,3,1,11,0,4,5,1
8951007,0,1,0,0,0,0,0
8951008,0,0,0,0,0,0,0
8951009,0,0,9,0,4,5,2
8951014,0,8,22,2,4,1,0
8951015,0,1,7,0,4,4,0
8951016,1,0,0,0,1,0,0
8951017,0,0,0,0,4,5,0
8951018,0,6,14,0,3,2,0
8951022,0,0,6,0,1,1,0
8951023,0,6,7,0,2,0,0
8951025,0,0,9,0,3,5,0
8951026,0,0,2,0,2,0,0
8951028,6,1,6,2,6,3,3
8951031,0,2,17,0,3,3,0
8951032,0,0,23,0,2,0,0
8951037,8,4,10,0,4,2,1
8951038,20,9,42,9,5,6,0
8951041,0,8,31,0,3,3,0
8951044,0,8,0,0,2,1,0
8951045,14,0,32,6,5,5,1
8951046,0,8,15,0,4,6,0
8951049,3,0,0,0,2,1,0
8951050,0,4,0,0,2,1,0
8951051,16,7,58,8,8,7,0
8951052,0,1,18,0,4,5,0
8951059,0,8,0,0,0,0,0
8951060,16,12,64,8,6,4,0
8951064,20,10,30,9,7,5,2
8951067,0,0,11,1,5,5,2
8951069,0,0,17,0,4,5,2
8951070,0,5,6,0,3,5,1
8951071,0,7,19,0,6,5,1
8951072,5,3,15,0,5,2,0
8951077,24,4,38,7,5,5,3
8951079,0,0,30,0,2,2,0
8951083,0,7,44,0,1,0,0
8951502,0,0,15,0,7,5,0
8951590,0,0,0,0,0,0,0
8951595,0,0,10,0,2,1,0
8961003,0,0,5,0,3,5,1
8961004,6,0,5,0,2,1,0
8961006,0,8,3,0,1,1,0
8961008,0,1,10,0,5,6,0
8961009,0,0,0,0,2,0,0
8961010,0,8,12,1,5,5,0
8961012,0,0,22,0,3,1,0
8961015,8,1,2,0,1,0,0
8961016,0,0,0,0,0,0,0
8961017,8,9,14,0,2,2,0
8961019,0,0,5,0,2,1,0
8961020,0,2,6,2,6,6,2
8961021,2,0,0,0,5,5,0
8961022,2,0,0,0,2,2,0
8961023,2,10,22,3,0,0,0
8961025,24,16,67,7,4,6,3
8961026,18,6,34,4,5,2,2
8961027,4,10,7,0,3,4,1
8961028,2,6,6,0,4,4,0
8961029,0,2,13,1,3,1,0
8961030,8,0,5,0,4,5,0
8961031,8,1,26,5,4,6,3
8961035,22,7,21,7,4,4,2
8961036,4,1,5,2,3,3,0
8961037,0,0,3,0,2,0,0
8961038,2,0,0,4,3,1,0
8961040,7,0,16,1,4,3,3
8961042,18,0,21,4,4,5,1
8961043,0,0,6,0,4,5,0
8961045,0,3,18,1,4,2,0
8961047,4,9,10,0,4,6,0
8961048,0,0,12,0,4,6,0
8961051,0,0,8,0,3,5,1
8961052,0,7,5,0,4,6,0
8961053,0,0,6,2,5,3,0
8961054,2,0,9,0,4,5,0
8961056,12,3,15,0,5,4,0
8961057,4,4,13,0,3,1,0
8961058,6,0,8,1,0,0,0
8961059,4,0,9,0,3,5,0
8961060,8,0,16,5,5,4,0
8961061,0,2,47,0,6,5,2
8961062,6,2,5,0,3,3,0
8961063,4,12,11,0,3,0,0
8961064,12,0,9,0,3,5,0
8961065,4,2,13,0,5,4,0
8961066,2,0,16,3,3,4,0
8961067,2,0,10,0,7,4,0
8961069,4,0,10,0,2,2,2
8961073,0,0,32,3,5,6,1
8961074,0,5,20,0,3,4,1
8961075,6,4,14,0,5,4,0
8961076,24,26,40,9,4,6,3
8961077,6,1,36,1,4,5,0
8961078,4,0,17,0,2,4,0
8961081,22,19,46,8,5,5,2
8961083,10,2,9,0,4,5,0
8961084,4,6,12,1,4,3,0
8961085,2,8,27,0,4,3,0
8961086,20,8,42,7,4,6,3
8961088,4,5,24,1,4,3,2
8971002,0,0,0,0,0,0,0
8971003,4,3,0,1,1,0,0
8971004,0,0,22,6,5,2,1
8971005,0,0,0,1,0,0,0
8971007,0,5,2,0,0,0,0
8971008,0,3,4,3,5,5,2
8971009,0,0,17,2,1,3,0
8971011,5,0,29,4,2,1,0
8971012,0,8,8,3,0,3,2
8971015,8,1,31,6,3,5,1
8971016,0,3,21,0,4,3,0
8971018,2,0,27,4,3,0,3
8971019,5,0,19,0,2,0,0
8971020,0,0,0,0,0,0,0
8971021,0,0,0,0,1,0,0
8971023,2,2,6,0,0,0,0
8971024,18,0,34,5,8,4,2
8971025,0,0,3,0,2,5,0
8971026,19,1,21,6,5,2,3
8971027,0,0,11,2,5,2,2
8971028,8,4,19,7,1,2,2
8971029,0,1,23,6,4,3,1
8971031,9,0,17,7,6,3,0
8971032,8,0,18,4,3,1,0
8971033,6,3,26,2,6,4,3
8971036,0,4,16,2,4,5,0
8971037,22,9,42,8,5,5,0
8971040,0,0,15,0,2,3,0
8971041,12,5,19,1,4,5,0
8971042,0,0,0,2,1,2,0
8971043,20,7,45,7,8,6,3
8971044,8,0,25,4,5,0,0
8971045,20,7,16,6,7,3,3
8971046,0,0,12,1,2,2,0
8971047,0,0,21,3,4,1,0
8971048,7,0,38,1,3,5,0
8971049,6,0,10,2,5,5,3
8971050,6,3,17,3,3,5,0
8971051,6,0,0,0,4,1,0
8971052,18,0,16,4,5,4,0
8971054,0,0,36,4,4,3,0
8971055,24,8,50,7,5,4,0
8971056,10,1,28,1,3,2,3
8971058,0,0,34,5,3,5,0
8971059,2,3,28,5,5,5,0
8971060,22,6,50,9,0,4,1
8971061,22,0,29,4,3,5,3
8971062,20,3,44,6,3,5,2
8971063,4,0,32,8,6,4,0
8971064,22,3,41,8,4,5,0
8981001,0,1,37,3,4,3,0
8981002,0,2,12,0,5,6,0
8981006,9,7,50,5,4,5,0
8981009,0,4,18,0,1,1,0
8981010,8,3,15,0,3,5,3
8981011,0,0,13,0,2,1,1
8981012,0,4,10,0,0,0,0
8981014,0,7,18,0,1,1,0
8981018,0,7,15,0,0,0,0
8981025,0,0,0,0,3,0,0
8981026,20,8,55,7,5,6,0
8981032,0,0,10,0,2,3,0
8981034,0,0,25,0,4,3,0
8981035,4,5,0,0,3,0,0
8981036,14,0,22,0,4,2,0
8981037,0,0,5,0,0,0,0
8981042,0,0,1,0,0,0,0
8981044,4,1,8,0,5,4,1
8981049,0,0,1,0,1,0,0
8981056,0,0,18,0,2,2,0
8981057,0,0,15,1,3,3,0
8981058,2,5,12,0,5,4,0
8981059,18,5,43,5,5,1,0
8981062,0,0,6,0,1,0,0
8981065,8,0,32,7,4,5,2
8981071,0,2,22,2,3,4,0
8981076,10,2,11,0,5,6,0
8981077,8,0,19,2,6,5,2
8981082,0,1,5,0,0,0,0
8981083,0,7,30,0,2,0,0
8981086,4,0,2,0,2,1,0
8981090,0,0,4,0,0,0,0
8981092,0,0,20,0,3,1,1
8981093,0,8,7,1,3,0,0
8981098,2,1,10,0,4,3,0
8981102,18,0,32,6,7,5,0
8981103,16,0,0,0,4,5,0
8981114,0,0,3,0,6,6,2
8981118,0,0,3,0,0,0,0
8991001,22,14,56,7,6,5,3
8991007,18,11,50,8,2,2,0
8991009,10,0,51,6,4,1,0
8991010,20,0,34,8,2,1,0
8991015,22,7,46,10,3,5,1
8991016,0,5,16,5,4,6,1
8991020,2,1,27,0,0,1,0
8991023,22,20,66,6,5,3,2
8991025,10,1,30,3,3,4,0
8991026,8,0,30,4,3,1,0
8991028,2,2,0,0,0,0,0
8991029,3,0,43,6,4,3,0
8991031,22,11,41,7,4,5,0
8991034,0,5,7,0,4,3,0
8991037,16,2,46,9,1,3,0
8991044,0,7,0,0,0,0,0
8991047,6,2,27,5,3,3,0
8991049,18,2,42,7,3,2,0
8991055,2,5,0,0,2,0,0
8991058,4,1,19,0,0,0,0
8991059,0,0,10,0,0,0,0
8991060,2,4,6,3,2,2,0
8991070,18,5,41,7,4,5,2
8991072,0,0,19,4,3,1,0
8991073,6,0,29,4,4,6,0
8991077,0,0,22,2,4,5,0
8991081,6,0,42,5,3,4,0
8991083,0,5,14,0,3,1,0
8991088,0,3,46,0,5,1,0
8991093,5,3,38,7,2,1,0
8991094,6,0,0,0,2,0,0
8991095,18,0,27,5,2,4,3
8991103,0,4,0,0,1,4,0
8991104,24,10,45,9,5,3,0
8991109,3,0,10,0,1,2,0
8991111,1,0,14,0,1,0,0
8991112,1,0,0,0,3,3,0
8991114,2,4,16,0,2,1,0
8991116,2,4,21,0,1,5,0
8991120,2,1,19,0,1,0,0
8991123,0,3,12,0,2,1,0
8991125,2,0,29,0,1,0,0
8991135,1,2,0,0,1,1,0
8991534,0,8,8,0,5,1,0
9381002,0,0,35,0,0,0,0
9381004,0,0,36,1,4,4,1
9381005,2,6,25,0,7,5,1
9381006,0,0,23,0,5,5,0
9381007,0,0,7,0,6,3,2
9381008,0,2,0,0,3,3,0
9381009,0,24,0,1,2,1,0
9381011,14,4,44,1,4,3,3
9381012,0,1,25,0,0,1,0
9381014,0,4,0,0,3,3,0
9381017,0,7,28,0,6,5,2
9381019,0,0,0,0,0,0,0
9381032,0,4,26,0,3,2,0
9381033,2,8,29,0,0,0,0
9381042,0,0,34,2,1,0,0
9381043,12,0,41,4,6,3,0
9381046,4,3,33,7,7,5,3
9381049,12,10,6,0,2,0,0
9381055,10,6,58,7,5,6,2
9381057,0,1,15,0,2,1,0
9381060,2,0,35,1,5,5,1
9381062,0,6,45,0,4,4,0
9381063,22,25,34,5,6,4,1
9381064,4,0,36,0,6,5,3
9381066,2,5,30,1,5,5,0
9381070,0,0,0,0,0,0,0
9381072,18,1,28,6,6,3,1
9381073,0,0,20,0,3,5,2
9381076,0,0,9,0,2,1,0
9381078,4,0,18,0,3,3,0
9381079,0,4,68,0,7,5,1
9381080,0,0,0,0,0,0,0
9381082,0,0,23,0,4,5,1
9381083,0,0,12,0,3,2,3
9381084,0,0,33,0,4,3,1
9381097,12,0,31,5,4,6,2
9381102,0,4,10,0,0,0,0
9381103,0,1,41,5,5,3,3
9381104,6,0,26,2,8,3,3
9381105,12,4,33,6,6,3,2
9381106,0,8,19,0,6,6,1
9381109,10,1,40,0,4,5,0
9381112,0,3,64,1,4,5,1
9381113,0,0,24,0,3,2,0
9381115,6,6,30,0,4,0,0
9381116,0,0,11,0,0,1,0
9381119,0,7,28,6,3,0,1
9381121,0,7,29,0,0,3,1
9381122,16,17,66,6,6,4,3
9381125,0,0,39,0,3,5,2
9381126,2,4,13,0,3,0,0
9381565,0,7,18,0,5,3,0
9391002,1,3,11,0,3,2,0
9391003,20,5,29,6,6,5,0
9391004,2,2,24,1,3,5,0
9391005,5,0,29,1,0,3,0
9391006,0,0,20,0,2,1,0
9391007,0,8,20,0,3,3,0
9391008,6,0,44,5,3,3,0
9391011,24,8,55,6,3,4,1
9391012,1,1,30,2,3,5,1
9391013,18,5,46,9,5,4,3
9391015,2,0,0,0,3,2,0
9391017,7,0,25,0,5,5,0
9391018,3,5,37,5,5,4,1
9391019,0,5,17,0,0,0,0
9391020,24,20,51,8,5,5,1
9391021,0,1,19,0,2,0,0
9391022,0,0,20,2,5,3,0
9391023,0,0,8,0,3,3,3
9391024,22,20,43,9,8,6,2
9391025,1,0,35,8,3,4,0
9391026,2,0,0,0,5,4,0
9391028,18,4,26,6,6,4,1
9391029,3,2,23,2,8,4,2
9391031,13,3,32,2,6,2,0
9391033,10,0,51,0,6,6,0
9391034,20,9,44,7,8,5,2
9391035,4,0,38,4,3,5,2
9391036,10,0,21,0,4,2,0
9391037,7,0,34,0,4,3,0
9391038,24,25,47,9,8,6,5
9391039,4,3,25,2,5,3,1
9391040,24,16,51,8,8,6,0
9391041,22,3,43,6,4,3,0
9391042,22,24,70,10,8,3,0
9391043,14,17,23,4,7,5,0
9391045,20,14,46,9,8,6,0
9391047,22,6,43,7,4,2,0
9391050,16,16,44,8,6,6,3
9391051,18,11,52,8,6,5,0
9391052,18,16,70,8,5,3,1
9391053,18,17,55,8,8,6,3
9421001,2,0,18,0,0,0,0
9421002,0,7,14,3,1,1,0
9421003,0,0,0,0,0,0,0
9421005,0,1,12,3,2,2,0
9421006,0,0,33,2,3,3,0
9421007,0,0,9,0,1,1,0
9421008,6,8,22,3,5,5,0
9421010,4,0,32,1,3,3,0
9421012,3,1,30,1,1,1,0
9421013,16,0,34,1,6,5,0
9421016,4,7,37,4,6,6,3
9421018,0,0,13,0,0,3,0
9421019,10,6,7,1,6,5,1
9421020,8,0,37,1,4,1,0
9421021,0,0,9,0,3,5,0
9421022,6,0,21,2,6,5,1
9421023,6,0,17,1,2,5,0
9421024,0,0,24,4,5,5,0
9421025,6,0,23,3,4,6,0
9421026,10,0,18,2,2,5,0
9421027,0,5,26,0,3,2,0
9421028,6,0,38,4,3,6,3
9421029,18,0,35,3,5,5,2
9421030,14,2,15,4,5,5,3
9421031,12,2,33,2,2,6,2
9421032,0,8,37,3,2,6,0
9421033,16,0,42,6,4,6,2
9421034,15,13,57,3,8,3,3
9421035,0,6,44,0,4,6,2
9421036,8,3,38,5,4,6,3
9421037,0,2,48,0,4,3,0
9421039,0,6,0,0,5,4,0
9421040,13,0,22,9,4,4,0
9421042,6,4,13,0,2,3,1
9421044,6,5,37,0,4,5,2
9421045,24,24,53,9,4,4,0
9421046,24,4,48,7,4,5,1
9421047,2,0,21,1,3,5,1
9421048,4,0,31,3,8,5,2
9421049,6,4,25,2,3,6,0
9421050,22,10,61,4,3,6,3
9421051,0,0,18,2,8,6,0
9421052,6,4,46,2,3,5,0
9421054,12,0,15,6,4,4,3
9421055,20,24,54,8,4,6,2
9421056,6,5,44,8,5,5,2
9421057,16,28,46,8,6,5,3
9421058,20,13,37,7,8,6,3
9421059,6,0,51,4,6,4,2
9421061,0,0,60,3,3,6,1
9421062,14,20,51,7,6,4,2
9421063,20,6,32,7,4,3,0
9421065,24,22,61,1,8,6,3
9431001,16,8,22,5,4,3,1
9431002,22,8,49,8,5,5,2
9431004,0,0,27,0,2,1,0
9431005,2,0,22,4,2,1,3
9431006,22,7,49,8,7,5,2
9431007,20,12,20,5,4,2,0
9431009,22,20,36,7,6,5,2
9431010,8,0,11,0,4,4,0
9431011,22,22,51,9,7,5,2
9431012,14,1,30,2,5,4,2
9431013,0,0,20,1,1,1,0
9431014,0,0,0,0,5,5,0
9431015,18,1,10,0,5,3,0
9431016,2,4,10,0,3,2,0
9431017,24,12,32,8,8,5,3
9431018,2,0,14,0,3,4,2
9431019,4,4,0,0,0,0,0
9431021,0,5,0,0,1,1,0
9431024,0,0,35,0,5,5,0
9431025,24,4,26,6,5,5,2
9431027,18,20,42,0,5,5,2
9431028,0,1,41,3,3,4,2
9431029,20,2,43,4,6,3,1
9431030,0,5,34,0,3,3,2
9431031,18,2,36,5,5,2,0
9431032,1,0,47,4,4,5,2
9431033,14,17,41,8,6,5,2
9431034,4,1,22,0,3,4,0
9431035,18,2,36,4,5,5,0
9431036,1,3,0,0,3,3,1
9431037,8,8,26,0,7,1,0
9431038,10,0,34,0,4,5,3
9431039,22,3,33,5,6,5,0
9431040,8,0,9,0,3,0,0
9431041,20,5,22,4,3,4,0
9431042,6,9,16,0,0,0,0
9431043,18,7,42,3,4,5,0
9431044,12,0,23,3,3,4,2
9451001,2,6,67,5,6,5,2
9451003,0,3,0,0,1,1,1
9451004,2,2,8,0,4,5,3
9451006,6,2,11,0,8,6,2
9451007,4,4,25,0,4,5,0
9451008,20,24,63,7,6,4,0
9451009,2,8,10,0,5,6,0
9451011,0,2,14,1,3,0,0
9451013,8,4,9,0,4,3,0
9451014,2,0,49,4,7,4,3
9451019,0,0,11,0,4,5,0
9451021,0,0,0,0,0,0,0
9451022,2,2,20,0,4,2,1
9451024,4,0,30,4,5,6,2
9451025,4,2,0,0,3,3,0
9451026,0,0,8,0,2,5,0
9451027,4,6,44,4,6,3,2
9451029,14,0,62,3,6,4,1
9451030,20,26,64,6,6,5,2
9451031,0,0,36,0,5,3,2
9451032,2,1,30,0,5,4,0
9451035,4,2,13,0,7,4,0
9451036,0,14,15,0,4,6,3
9451037,0,2,15,0,5,6,3
9451040,2,1,12,0,8,5,3
9451041,0,8,15,0,4,5,0
9451042,12,4,29,0,2,4,0
9451044,0,0,4,0,0,0,0
9451047,8,6,10,0,2,2,0
9451049,2,0,0,0,0,1,1
9451050,0,2,15,0,4,5,1
9451051,0,12,0,0,2,3,0
9451052,8,0,10,1,6,6,4
9451053,0,3,19,3,6,6,3
9451054,12,0,14,0,7,6,0
9451057,0,0,10,0,5,3,1
9451058,0,12,11,1,4,6,2
9451059,8,0,16,0,4,3,0
9451060,18,18,59,4,6,6,3
9451061,6,0,61,3,6,6,0
9451066,6,2,20,0,3,4,0
9451067,0,0,33,0,3,3,0
9451069,2,8,60,5,5,6,3
9451070,20,22,68,7,6,6,3
9461005,3,0,20,0,0,0,0
9461010,0,0,0,0,0,0,0
9461014,2,0,27,6,4,1,0
9461015,2,0,39,6,4,3,0
9461016,0,0,15,0,2,3,0
9461022,0,0,0,0,3,4,0
9461024,10,5,15,2,5,5,2
9461025,8,1,9,1,2,3,2
9461026,10,0,21,0,3,0,0
9461034,3,0,0,0,2,2,0
9461035,8,0,0,6,3,2,1
9461036,8,1,6,0,2,3,0
9461039,2,0,0,1,2,2,2
9461041,0,0,0,0,6,2,0
9461043,0,0,0,0,0,0,0
9461044,8,0,10,1,5,3,1
9461047,1,0,11,0,3,1,0
9461049,14,0,31,9,7,2,2
9461050,0,6,11,0,3,4,0
9461051,0,0,0,0,2,2,1
9461052,0,0,16,4,5,4,2
9461055,20,0,30,6,6,5,3
9461056,0,0,0,0,4,0,0
9461057,2,0,23,1,3,3,0
9461058,16,8,46,7,6,6,0
9461060,12,8,33,2,4,4,0
9461063,3,0,47,1,2,0,1
9461064,0,5,30,5,5,4,1
9461066,24,8,27,9,5,3,0
9461068,4,1,17,1,2,1,0
9461069,2,0,0,1,2,2,1
9461070,4,3,0,0,2,2,0
9461073,0,4,0,0,4,0,0
9461074,0,0,24,0,3,3,3
9461081,12,1,39,3,6,5,0
9461083,24,5,68,9,8,6,3
9461084,20,9,55,9,5,6,0
9461085,8,0,40,0,0,1,0
9461087,24,9,57,8,4,3,1
9461088,8,4,0,0,5,4,0
9461092,18,5,67,9,7,6,3
9461093,20,19,60,4,6,4,3
9461095,24,13,67,8,8,4,0
9461097,22,10,48,8,6,5,2
9461099,0,2,0,0,4,5,0
9461100,2,5,19,4,1,1,0
9461102,18,3,69,9,8,3,3
9461104,18,0,53,7,6,4,3
9461105,4,4,47,1,7,5,1
9461107,18,11,70,4,3,3,2
9461110,22,18,57,8,5,6,3
9461115,20,1,30,9,2,3,1
9501001,0,6,10,0,0,0,0
9501002,2,0,0,0,0,0,0
9501003,0,0,0,0,0,0,0
9501004,0,1,0,0,0,0,0
9501005,0,0,2,0,0,0,0
9501007,0,7,18,0,0,0,0
9501010,2,1,0,0,0,1,0
9501012,14,9,0,0,4,2,0
9501013,0,0,0,1,0,0,0
9501016,0,0,0,0,3,4,0
9501018,12,0,25,1,1,3,0
9501019,0,4,4,0,1,1,0
9501020,0,0,0,0,1,0,0
9501021,6,0,28,5,6,6,2
9501022,0,0,21,1,2,3,0
9501024,0,0,0,0,2,1,0
9501025,14,0,45,7,4,6,1
9501026,0,2,14,0,0,1,0
9501027,6,0,18,5,6,6,2
9501030,16,6,35,7,7,5,2
9501031,0,5,4,1,6,4,0
9501032,22,7,22,7,8,5,1
9501035,0,0,34,4,4,5,3
9501036,0,0,7,0,3,1,0
9501037,4,2,8,1,5,4,0
9501039,18,7,39,4,6,3,0
9501040,0,5,24,2,3,5,2
9501043,22,7,26,8,5,6,2
9501044,6,0,18,5,8,6,3
9501045,4,4,17,4,4,4,0
9501046,14,3,28,7,5,6,0
9501047,10,1,30,0,4,1,0
9501049,14,5,38,9,5,3,0
9501050,0,3,9,0,4,5,0
9501051,0,0,27,1,7,3,2
9501052,16,4,50,6,6,4,3
9501053,0,8,19,2,5,6,2
9501055,6,2,18,5,5,4,3
9501056,14,11,60,6,8,3,3
9501057,0,2,37,0,3,1,0
9501058,22,2,39,8,6,4,3
9501059,6,15,27,6,8,6,3
9501060,8,0,35,1,5,3,2
9501061,14,9,41,8,5,5,3
9501062,12,0,60,6,6,4,1
9501063,0,0,0,0,5,5,0
9501065,16,15,62,8,8,5,3
9501066,18,2,66,6,6,6,3
9501068,14,9,35,9,4,4,1
9531004,0,0,33,0,2,0,1
9531005,0,0,22,0,1,0,0
